year,month,country,female,male,total
2015,Octubre,Hong Kong,12,4,16
2015,Octubre,Santa Lucia,4,11,15
2015,Octubre,Bermudas/Territorio Británico de Ultramar,6,8,14
2015,Octubre,Nepal,1,13,14
2015,Octubre,Azerbaiyán,3,10,13
2015,Octubre,Kazajistán,6,6,12
2015,Octubre,Kenia,6,6,12
2015,Octubre,Argelia,1,10,11
2015,Octubre,Malta,3,8,11
2015,Octubre,Vietnam,10,1,11
2015,Octubre,Andorra,1,8,9
2015,Octubre,San  Vicente y las Granadinas,3,6,9
2015,Octubre,Granada,2,6,8
2015,Octubre,Nigeria,1,7,8
2015,Octubre,Georgia,2,5,7
2015,Octubre,Kirguistán,1,6,7
2015,Octubre,Serbia,1,6,7
2015,Octubre,Arabia Saudita,0,6,6
2015,Octubre,Dominica,3,3,6
2015,Octubre,Emiratos Árabes,0,6,6
2015,Octubre,Mauricio,2,4,6
2015,Octubre,San Cristóbal y Nevis,2,4,6
2015,Octubre,Zimbabue,0,6,6
2015,Octubre,Chipre,1,4,5
2015,Octubre,Túnez,1,4,5
2015,Octubre,Uzbekistán,1,4,5
2015,Octubre,Albania,0,4,4
2015,Octubre,Bangladesh,1,3,4
2015,Octubre,Bosnia y Herzegovina,2,2,4
2015,Octubre,Islas Caimán/Territorio Británico de Ultramar,4,0,4
2015,Octubre,Camerún,0,4,4
2015,Octubre,República Democrática del Congo,1,3,4
2015,Octubre,Madagascar,2,2,4
2015,Octubre,Malí,2,2,4
2015,Octubre,Qatar,0,4,4
2015,Octubre,Zambia,2,2,4
2015,Octubre,Benín,0,3,3
2015,Octubre,Chad,1,2,3
2015,Octubre,Guinea,1,2,3
2015,Octubre,Jordania,1,2,3
2015,Octubre,Liechtenstein,1,2,3
2015,Octubre,Macedonia,0,3,3
2015,Octubre,Myanmar,1,2,3
2015,Octubre,Palestina,0,3,3
2015,Octubre,Senegal,0,3,3
2015,Octubre,República Árabe Siria,1,2,3
2015,Octubre,Sri Lanka,0,3,3
2015,Octubre,Uganda,2,1,3
2015,Octubre,Angola,0,2,2
2015,Octubre,Bahréin,0,2,2
2015,Octubre,Burundi,2,0,2
2015,Octubre,Costa de Marfil,0,2,2
2015,Octubre,Ghana,0,2,2
2015,Octubre,Kuwait,0,2,2
2015,Octubre,Mozambique,1,1,2
2015,Octubre,Tanzania,1,1,2
2015,Octubre,Togo,1,1,2
2015,Octubre,República Árabe de Yemen,0,2,2
2015,Octubre,República de Armenia,1,0,1
2015,Octubre,Cabo Verde,0,1,1
2015,Octubre,Etiopia,0,1,1
2015,Octubre,Gambia,1,0,1
2015,Octubre,Guinea Ecuatorial,1,0,1
2015,Octubre,Iraq,0,1,1
2015,Octubre,Kiribati,0,1,1
2015,Octubre,República de Kosovo,0,1,1
2015,Octubre,Mónaco,0,1,1
2015,Octubre,Mongolia,1,0,1
2015,Octubre,Micronesia,0,1,1
2015,Octubre,Namibia,0,1,1
2015,Octubre,Rwanda,1,0,1
2015,Octubre,Samoa Occidental,1,0,1
2015,Octubre,República de Tayikistán,0,1,1
2015,Octubre,Anguila/Territorio Británico de Ultramar,0,1,1
2015,Octubre,S/E,54,121,175
2015,Noviembre,Estados Unidos de América,12530,24026,36556
2015,Noviembre,Venezuela,12214,13777,25991
2015,Noviembre,México,4350,8727,13077
2015,Noviembre,Ecuador,5228,7535,12763
2015,Noviembre,Brasil,5228,6904,12132
2015,Noviembre,España,3406,7807,11213
2015,Noviembre,Perú,4754,6416,11170
2015,Noviembre,Argentina,4431,6296,10727
2015,Noviembre,Chile,3633,5310,8943
2015,Noviembre,Panamá,3574,3821,7395
2015,Noviembre,Alemania,1803,3218,5021
2015,Noviembre,Francia,1597,2913,4510
2015,Noviembre,Reino Unido de Gran Bretaña e Irlanda del Norte,1024,2543,3567
2015,Noviembre,Italia,756,2755,3511
2015,Noviembre,Países Bajos,1308,2116,3424
2015,Noviembre,Canadá,1203,2085,3288
2015,Noviembre,Costa Rica,1156,1716,2872
2015,Noviembre,El Salvador,1114,1437,2551
2015,Noviembre,Guatemala,806,1377,2183
2015,Noviembre,República Dominicana,688,1031,1719
2015,Noviembre,Bolivia,708,853,1561
2015,Noviembre,Australia,526,859,1385
2015,Noviembre,China,328,932,1260
2015,Noviembre,Suiza,435,804,1239
2015,Noviembre,Portugal,372,680,1052
2015,Noviembre,Cuba,397,627,1024
2015,Noviembre,Uruguay,349,671,1020
2015,Noviembre,Honduras,373,558,931
2015,Noviembre,República de Corea,277,620,897
2015,Noviembre,Paraguay,372,445,817
2015,Noviembre,Bélgica,238,549,787
2015,Noviembre,Japón,153,607,760
2015,Noviembre,Israel,133,600,733
2015,Noviembre,Suecia,244,442,686
2015,Noviembre,India,103,559,662
2015,Noviembre,Federación de Rusia,186,381,567
2015,Noviembre,Polonia,228,294,522
2015,Noviembre,Austria,159,334,493
2015,Noviembre,República de Irlanda,147,275,422
2015,Noviembre,Noruega,150,241,391
2015,Noviembre,Dinamarca,127,246,373
2015,Noviembre,Filipinas,41,310,351
2015,Noviembre,Nueva Zelanda,79,138,217
2015,Noviembre,Nicaragua,93,123,216
2015,Noviembre,República Checa,70,144,214
2015,Noviembre,Finlandia,87,121,208
2015,Noviembre,Rumania,68,133,201
2015,Noviembre,Taiwán,66,111,177
2015,Noviembre,Turquía,42,131,173
2015,Noviembre,Trinidad y Tobago,53,104,157
2015,Noviembre,Sudáfrica,44,99,143
2015,Noviembre,Grecia,18,92,110
2015,Noviembre,Hungría,48,49,97
2015,Noviembre,Surinam,38,46,84
2015,Noviembre,Croacia,11,70,81
2015,Noviembre,Indonesia,16,63,79
2015,Noviembre,Ucrania,21,52,73
2015,Noviembre,Bulgaria,31,41,72
2015,Noviembre,Jamaica,24,44,68
2015,Noviembre,Malasia,29,32,61
2015,Noviembre,Lituania,36,23,59
2015,Noviembre,Tailandia,39,20,59
2015,Noviembre,Eslovenia,16,36,52
2015,Noviembre,Eslovaquia,17,34,51
2015,Noviembre,Haití,14,32,46
2015,Noviembre,Singapur,16,28,44
2015,Noviembre,Líbano,13,24,37
2015,Noviembre,Belice,16,20,36
2015,Noviembre,Marruecos,5,25,30
2015,Noviembre,Egipto,3,24,27
2015,Noviembre,Antigua y Barbuda,8,18,26
2015,Noviembre,Barbados,12,14,26
2015,Noviembre,Estonia,8,17,25
2015,Noviembre,Guyana,9,16,25
2015,Noviembre,Luxemburgo,10,14,24
2015,Noviembre,Pakistán,4,19,23
2015,Noviembre,Serbia,8,14,22
2015,Noviembre,Letonia,10,11,21
2015,Noviembre,Kazajistán,3,15,18
2015,Noviembre,Malta,2,15,17
2015,Noviembre,Emiratos Árabes,0,16,16
2015,Noviembre,Irán,2,14,16
2015,Noviembre,Bahamas,7,8,15
2015,Noviembre,Santa Lucia,8,6,14
2015,Noviembre,Islandia,5,8,13
2015,Noviembre,Nigeria,3,10,13
2015,Noviembre,Dominica,3,9,12
2015,Noviembre,Jordania,3,9,12
2015,Noviembre,Andorra,1,10,11
2015,Noviembre,República de Belarús,5,6,11
2015,Noviembre,Kenia,4,7,11
2015,Noviembre,Túnez,2,9,11
2015,Noviembre,Arabia Saudita,1,9,10
2015,Noviembre,Camerún,1,9,10
2015,Noviembre,Georgia,5,5,10
2015,Noviembre,Bermudas/Territorio Británico de Ultramar,2,7,9
2015,Noviembre,Granada,2,7,9
2015,Noviembre,Sri Lanka,3,6,9
2015,Noviembre,Ghana,2,6,8
2015,Noviembre,Kirguistán,2,6,8
2015,Noviembre,Albania,2,5,7
2015,Noviembre,Chipre,4,3,7
2015,Noviembre,Etiopia,2,5,7
2015,Noviembre,Hong Kong,4,3,7
2015,Noviembre,San Cristóbal y Nevis,0,7,7
2015,Noviembre,Islas Caimán/Territorio Británico de Ultramar,2,4,6
2015,Noviembre,República Democrática del Congo,1,5,6
2015,Noviembre,Vietnam,3,3,6
2015,Noviembre,Argelia,3,2,5
2015,Noviembre,Bosnia y Herzegovina,2,3,5
2015,Noviembre,Costa de Marfil,0,5,5
2015,Noviembre,Liechtenstein,1,4,5
2015,Noviembre,República de Moldavia,4,1,5
2015,Noviembre,Nepal,1,4,5
2015,Noviembre,San  Vicente y las Granadinas,1,4,5
2015,Noviembre,Uganda,3,2,5
2015,Noviembre,Bangladesh,0,4,4
2015,Noviembre,Benín,1,3,4
2015,Noviembre,Macedonia,0,4,4
2015,Noviembre,Mauricio,1,3,4
2015,Noviembre,Aruba,2,1,3
2015,Noviembre,Bahréin,2,1,3
2015,Noviembre,Cabo Verde,0,3,3
2015,Noviembre,Guinea Ecuatorial,3,0,3
2015,Noviembre,Montenegro,0,3,3
2015,Noviembre,Omán,0,3,3
2015,Noviembre,República de Tayikistán,1,2,3
2015,Noviembre,Tanzania,0,3,3
2015,Noviembre,Zimbabue,0,3,3
2015,Noviembre,Anguila/Territorio Británico de Ultramar,2,1,3
2015,Noviembre,República de Armenia,0,2,2
2015,Noviembre,Azerbaiyán,0,2,2
2015,Noviembre,Kuwait,1,1,2
2015,Noviembre,Madagascar,1,1,2
2015,Noviembre,Mongolia,1,1,2
2015,Noviembre,Myanmar,1,1,2
2015,Noviembre,Palestina,0,2,2
2015,Noviembre,Senegal,0,2,2
2015,Noviembre,Sierra Leona,0,2,2
2015,Noviembre,República Árabe Siria,0,2,2
2015,Noviembre,Burundi,0,1,1
2015,Noviembre,Eritrea,0,1,1
2015,Noviembre,Islas Fiji,0,1,1
2015,Noviembre,Guinea,0,1,1
2015,Noviembre,Guinea Bissau,0,1,1
2015,Noviembre,República de Kosovo,0,1,1
2015,Noviembre,Mauritania,0,1,1
2015,Noviembre,Mozambique,0,1,1
2015,Noviembre,Qatar,0,1,1
2015,Noviembre,Samoa Occidental,1,0,1
2015,Noviembre,Sudán,0,1,1
2015,Noviembre,Turkmenistán,1,0,1
2015,Noviembre,Uzbekistán,1,0,1
2015,Noviembre,Zambia,0,1,1
2015,Noviembre,S/E,96,189,285
2015,Diciembre,Estados Unidos de América,22880,35461,58341
2015,Diciembre,Venezuela,13310,13736,27046
2015,Diciembre,Ecuador,6861,9119,15980
2015,Diciembre,Brasil,6870,6777,13647
2015,Diciembre,México,5284,7929,13213
2015,Diciembre,Argentina,4579,6314,10893
2015,Diciembre,España,3757,6919,10676
2015,Diciembre,Perú,4528,5707,10235
2015,Diciembre,Chile,3312,4521,7833
2015,Diciembre,Panamá,2751,3543,6294
2015,Diciembre,Canadá,2463,3439,5902
2015,Diciembre,Alemania,2298,3480,5778
2015,Diciembre,Francia,2174,3491,5665
2015,Diciembre,Reino Unido de Gran Bretaña e Irlanda del Norte,1639,3149,4788
2015,Diciembre,Países Bajos,1685,2638,4323
2015,Diciembre,Costa Rica,1846,2077,3923
2015,Diciembre,Italia,1141,2682,3823
2015,Diciembre,El Salvador,1037,1146,2183
2015,Diciembre,Guatemala,921,1174,2095
2015,Diciembre,Australia,769,1223,1992
2015,Diciembre,Suiza,711,1264,1975
2015,Diciembre,Bolivia,926,805,1731
2015,Diciembre,República Dominicana,577,809,1386
2015,Diciembre,Suecia,543,771,1314
2015,Diciembre,China,323,707,1030
2015,Diciembre,Cuba,373,555,928
2015,Diciembre,Honduras,456,436,892
2015,Diciembre,República de Corea,353,516,869
2015,Diciembre,Portugal,295,551,846
2015,Diciembre,Bélgica,269,540,809
2015,Diciembre,Japón,220,502,722
2015,Diciembre,Israel,150,549,699
2015,Diciembre,Uruguay,247,443,690
2015,Diciembre,India,104,519,623
2015,Diciembre,Austria,238,359,597
2015,Diciembre,Noruega,214,277,491
2015,Diciembre,Federación de Rusia,206,249,455
2015,Diciembre,Dinamarca,172,275,447
2015,Diciembre,Paraguay,248,194,442
2015,Diciembre,República de Irlanda,112,249,361
2015,Diciembre,Polonia,146,195,341
2015,Diciembre,Filipinas,52,273,325
2015,Diciembre,Nueva Zelanda,116,179,295
2015,Diciembre,Finlandia,114,164,278
2015,Diciembre,Nicaragua,120,94,214
2015,Diciembre,Turquía,53,144,197
2015,Diciembre,Grecia,53,111,164
2015,Diciembre,República Checa,75,86,161
2015,Diciembre,Rumania,69,86,155
2015,Diciembre,Trinidad y Tobago,36,98,134
2015,Diciembre,Sudáfrica,46,83,129
2015,Diciembre,Taiwán,64,59,123
2015,Diciembre,Singapur,38,53,91
2015,Diciembre,Hungría,36,48,84
2015,Diciembre,Croacia,14,59,73
2015,Diciembre,Lituania,38,35,73
2015,Diciembre,Ucrania,38,35,73
2015,Diciembre,Indonesia,25,46,71
2015,Diciembre,Eslovenia,23,36,59
2015,Diciembre,Tailandia,41,17,58
2015,Diciembre,Eslovaquia,22,35,57
2015,Diciembre,Bulgaria,27,26,53
2015,Diciembre,Jamaica,17,34,51
2015,Diciembre,Malasia,24,21,45
2015,Diciembre,Líbano,13,29,42
2015,Diciembre,Arabia Saudita,2,35,37
2015,Diciembre,Luxemburgo,16,19,35
2015,Diciembre,Serbia,20,13,33
2015,Diciembre,Islandia,10,21,31
2015,Diciembre,Haití,10,19,29
2015,Diciembre,Letonia,10,19,29
2015,Diciembre,Marruecos,8,21,29
2015,Diciembre,Malta,9,19,28
2015,Diciembre,Guyana,6,21,27
2015,Diciembre,Estonia,8,18,26
2015,Diciembre,Irán,6,19,25
2015,Diciembre,Egipto,5,19,24
2015,Diciembre,Myanmar,3,19,22
2015,Diciembre,Barbados,6,15,21
2015,Diciembre,Jordania,6,14,20
2015,Diciembre,Surinam,6,12,18
2015,Diciembre,Kuwait,2,12,14
2015,Diciembre,Pakistán,2,12,14
2015,Diciembre,Emiratos Árabes,2,11,13
2015,Diciembre,Liechtenstein,5,8,13
2015,Diciembre,Belice,2,9,11
2015,Diciembre,Kenia,5,5,10
2015,Diciembre,Túnez,2,8,10
2015,Diciembre,Andorra,2,7,9
2015,Diciembre,Argelia,3,5,8
2015,Diciembre,República de Belarús,4,4,8
2015,Diciembre,Islas Caimán/Territorio Británico de Ultramar,2,6,8
2015,Diciembre,Georgia,1,7,8
2015,Diciembre,San Marino,1,7,8
2015,Diciembre,Vietnam,6,2,8
2015,Diciembre,Antigua y Barbuda,0,7,7
2015,Diciembre,Bahamas,1,6,7
2015,Diciembre,Chipre,2,5,7
2015,Diciembre,Kazajistán,4,3,7
2015,Diciembre,Montenegro,2,5,7
2015,Diciembre,San Cristóbal y Nevis,2,5,7
2015,Diciembre,Santa Lucia,4,3,7
2015,Diciembre,Bosnia y Herzegovina,1,5,6
2015,Diciembre,Ghana,0,6,6
2015,Diciembre,Nigeria,2,4,6
2015,Diciembre,Omán,0,6,6
2015,Diciembre,Bahréin,1,4,5
2015,Diciembre,Granada,1,4,5
2015,Diciembre,Nepal,3,2,5
2015,Diciembre,San  Vicente y las Granadinas,2,3,5
2015,Diciembre,Uzbekistán,3,2,5
2015,Diciembre,Aruba,0,4,4
2015,Diciembre,Azerbaiyán,1,3,4
2015,Diciembre,Bermudas/Territorio Británico de Ultramar,1,3,4
2015,Diciembre,Macedonia,1,3,4
2015,Diciembre,Mozambique,2,2,4
2015,Diciembre,Sri Lanka,3,1,4
2015,Diciembre,Albania,0,3,3
2015,Diciembre,Angola,0,3,3
2015,Diciembre,República de Armenia,2,1,3
2015,Diciembre,Bangladesh,0,3,3
2015,Diciembre,Mauricio,1,2,3
2015,Diciembre,Uganda,1,2,3
2015,Diciembre,Benín,0,2,2
2015,Diciembre,Dominica,0,2,2
2015,Diciembre,Guinea Ecuatorial,2,0,2
2015,Diciembre,República de Moldavia,2,0,2
2015,Diciembre,Mongolia,1,1,2
2015,Diciembre,República Árabe Siria,0,2,2
2015,Diciembre,Sudán,0,2,2
2015,Diciembre,Togo,0,2,2
2015,Diciembre,Zimbabue,0,2,2
2015,Diciembre,Botsuana,1,0,1
2015,Diciembre,Camerún,1,0,1
2015,Diciembre,Comoras,0,1,1
2015,Diciembre,República Democrática del Congo,1,0,1
2015,Diciembre,Islas Fiji,1,0,1
2015,Diciembre,Guinea,0,1,1
2015,Diciembre,Guam/Territorio no incorporado de Estados Unidos,1,0,1
2015,Diciembre,Hong Kong,1,0,1
2015,Diciembre,Iraq,0,1,1
2015,Diciembre,Kiribati,0,1,1
2015,Diciembre,República de Kosovo,0,1,1
2015,Diciembre,Namibia,0,1,1
2015,Diciembre,Palestina,0,1,1
2015,Diciembre,Puerto Rico/Territorio de Estados Unidos,0,1,1
2015,Diciembre,Qatar,0,1,1
2015,Diciembre,Rwanda,0,1,1
2015,Diciembre,Santa Sede/Ciudad del Vaticano,0,1,1
2015,Diciembre,Senegal,1,0,1
2015,Diciembre,Somalia,0,1,1
2015,Diciembre,República Árabe de Yemen,0,1,1
2015,Diciembre,Zambia,0,1,1
2015,Diciembre,S/E,33,90,123
2016,Enero,Estados Unidos de América,13383,23649,37032
2016,Enero,Venezuela,10701,12098,22799
2016,Enero,Brasil,8946,8873,17819
2016,Enero,Argentina,8323,8375,16698
2016,Enero,México,4495,7470,11965
2016,Enero,Ecuador,4475,6682,11157
2016,Enero,Perú,4979,6145,11124
2016,Enero,España,3188,6730,9918
2016,Enero,Chile,4429,5276,9705
2016,Enero,Francia,2484,3627,6111
2016,Enero,Panamá,2869,3060,5929
2016,Enero,Canadá,2338,3280,5618
2016,Enero,Reino Unido de Gran Bretaña e Irlanda del Norte,2141,3364,5505
2016,Enero,Alemania,2193,3277,5470
2016,Enero,Italia,1313,2953,4266
2016,Enero,Países Bajos,1394,2219,3613
2016,Enero,Costa Rica,1455,1644,3099
2016,Enero,El Salvador,848,1092,1940
2016,Enero,Bolivia,862,956,1818
2016,Enero,Suiza,680,1022,1702
2016,Enero,Australia,637,1004,1641
2016,Enero,Guatemala,521,889,1410
2016,Enero,China,397,826,1223
2016,Enero,República Dominicana,495,716,1211
2016,Enero,Portugal,418,773,1191
2016,Enero,República de Corea,494,687,1181
2016,Enero,Uruguay,393,535,928
2016,Enero,Israel,192,704,896
2016,Enero,Suecia,341,522,863
2016,Enero,Japón,227,559,786
2016,Enero,Bélgica,258,527,785
2016,Enero,Federación de Rusia,315,429,744
2016,Enero,Honduras,320,381,701
2016,Enero,Paraguay,357,320,677
2016,Enero,India,93,545,638
2016,Enero,Cuba,231,376,607
2016,Enero,Austria,199,358,557
2016,Enero,Polonia,192,322,514
2016,Enero,Dinamarca,190,304,494
2016,Enero,Noruega,172,240,412
2016,Enero,República de Irlanda,125,255,380
2016,Enero,Filipinas,43,226,269
2016,Enero,Nueva Zelanda,82,151,233
2016,Enero,Turquía,50,180,230
2016,Enero,Nicaragua,111,109,220
2016,Enero,Finlandia,80,115,195
2016,Enero,Rumania,69,113,182
2016,Enero,República Checa,69,94,163
2016,Enero,Taiwán,65,96,161
2016,Enero,Sudáfrica,59,95,154
2016,Enero,Grecia,41,112,153
2016,Enero,Hungría,51,65,116
2016,Enero,Trinidad y Tobago,27,77,104
2016,Enero,Ucrania,37,59,96
2016,Enero,Croacia,19,71,90
2016,Enero,Eslovaquia,31,59,90
2016,Enero,Eslovenia,41,49,90
2016,Enero,Bulgaria,38,51,89
2016,Enero,Jamaica,39,44,83
2016,Enero,Lituania,39,32,71
2016,Enero,Singapur,22,39,61
2016,Enero,Malasia,24,35,59
2016,Enero,Serbia,21,37,58
2016,Enero,Letonia,15,31,46
2016,Enero,Haití,15,30,45
2016,Enero,Egipto,11,33,44
2016,Enero,Líbano,17,24,41
2016,Enero,Indonesia,11,28,39
2016,Enero,Surinam,14,25,39
2016,Enero,Islandia,16,21,37
2016,Enero,Marruecos,12,23,35
2016,Enero,Guyana,12,20,32
2016,Enero,Estonia,11,19,30
2016,Enero,Barbados,13,14,27
2016,Enero,Malta,12,14,26
2016,Enero,Luxemburgo,10,13,23
2016,Enero,Nigeria,5,18,23
2016,Enero,Pakistán,8,15,23
2016,Enero,Bahamas,9,12,21
2016,Enero,Irán,6,13,19
2016,Enero,Kenia,7,9,16
2016,Enero,Belice,4,11,15
2016,Enero,Tailandia,9,6,15
2016,Enero,República de Belarús,3,11,14
2016,Enero,Kazajistán,7,7,14
2016,Enero,Andorra,3,10,13
2016,Enero,Georgia,2,10,12
2016,Enero,Túnez,1,11,12
2016,Enero,Antigua y Barbuda,1,10,11
2016,Enero,Arabia Saudita,2,9,11
2016,Enero,Jordania,3,8,11
2016,Enero,Granada,2,7,9
2016,Enero,Vietnam,1,8,9
2016,Enero,Albania,3,5,8
2016,Enero,Chipre,2,6,8
2016,Enero,Kuwait,3,5,8
2016,Enero,Santa Lucia,5,3,8
2016,Enero,Zimbabue,2,6,8
2016,Enero,Dominica,1,6,7
2016,Enero,Ghana,1,6,7
2016,Enero,Liechtenstein,2,5,7
2016,Enero,Argelia,3,3,6
2016,Enero,Islas Caimán/Territorio Británico de Ultramar,2,4,6
2016,Enero,Nepal,2,4,6
2016,Enero,San Cristóbal y Nevis,2,4,6
2016,Enero,República Democrática del Congo,1,4,5
2016,Enero,Macedonia,2,3,5
2016,Enero,República CentroÁfricana,5,0,5
2016,Enero,Sri Lanka,2,3,5
2016,Enero,Azerbaiyán,2,2,4
2016,Enero,Bermudas/Territorio Británico de Ultramar,0,4,4
2016,Enero,Camerún,2,2,4
2016,Enero,Emiratos Árabes,1,3,4
2016,Enero,Guinea Ecuatorial,0,4,4
2016,Enero,Myanmar,0,4,4
2016,Enero,San  Vicente y las Granadinas,0,4,4
2016,Enero,Bangladesh,0,3,3
2016,Enero,Bosnia y Herzegovina,1,2,3
2016,Enero,Costa de Marfil,0,3,3
2016,Enero,República de Kosovo,0,3,3
2016,Enero,Malí,1,2,3
2016,Enero,República de Moldavia,3,0,3
2016,Enero,Qatar,0,3,3
2016,Enero,República Árabe Siria,0,3,3
2016,Enero,Uganda,1,2,3
2016,Enero,República de Armenia,2,0,2
2016,Enero,Aruba,2,0,2
2016,Enero,Burkina Faso,0,2,2
2016,Enero,Cabo Verde,1,1,2
2016,Enero,República Del Congo,0,2,2
2016,Enero,Etiopia,0,2,2
2016,Enero,Iraq,0,2,2
2016,Enero,Madagascar,1,1,2
2016,Enero,Mauricio,0,2,2
2016,Enero,Mónaco,1,1,2
2016,Enero,Montenegro,0,2,2
2016,Enero,Mozambique,1,1,2
2016,Enero,Palestina,1,1,2
2016,Enero,Santa Sede/Ciudad del Vaticano,0,2,2
2016,Enero,Senegal,1,1,2
2016,Enero,Sierra Leona,0,2,2
2016,Enero,Tanzania,0,2,2
2016,Enero,Zambia,1,1,2
2016,Enero,Bahréin,0,1,1
2016,Enero,Benín,1,0,1
2016,Enero,Islas Salomón,1,0,1
2016,Enero,República Democrática Popular  Lao,0,1,1
2016,Enero,Libia,0,1,1
2016,Enero,Malawi,1,0,1
2016,Enero,Mongolia,0,1,1
2016,Enero,Omán,0,1,1
2016,Enero,República Árabe de Yemen,0,1,1
2016,Enero,Anguila/Territorio Británico de Ultramar,0,1,1
2016,Enero,S/E,43,103,146
2016,Febrero,Estados Unidos de América,14716,25943,40659
2016,Febrero,Brasil,8964,9161,18125
2016,Febrero,Venezuela,7625,9819,17444
2016,Febrero,Argentina,6183,7315,13498
2016,Febrero,Ecuador,5650,7442,13092
2016,Febrero,Perú,6102,6902,13004
2016,Febrero,Chile,6385,6491,12876
2016,Febrero,México,3523,7178,10701
2016,Febrero,España,2734,6339,9073
2016,Febrero,Panamá,4724,4331,9055
2016,Febrero,Francia,2426,3595,6021
2016,Febrero,Alemania,2391,3458,5849
2016,Febrero,Canadá,2260,3053,5313
2016,Febrero,Reino Unido de Gran Bretaña e Irlanda del Norte,1389,2626,4015
2016,Febrero,Italia,1059,2565,3624
2016,Febrero,Países Bajos,1387,2154,3541
2016,Febrero,Costa Rica,885,1300,2185
2016,Febrero,El Salvador,778,1095,1873
2016,Febrero,Suiza,659,983,1642
2016,Febrero,Guatemala,484,992,1476
2016,Febrero,Bolivia,627,729,1356
2016,Febrero,República Dominicana,495,712,1207
2016,Febrero,Australia,404,729,1133
2016,Febrero,China,352,701,1053
2016,Febrero,Japón,320,662,982
2016,Febrero,Portugal,276,654,930
2016,Febrero,Israel,207,703,910
2016,Febrero,República de Corea,292,506,798
2016,Febrero,Uruguay,295,496,791
2016,Febrero,Bélgica,256,515,771
2016,Febrero,Austria,296,430,726
2016,Febrero,Suecia,295,428,723
2016,Febrero,Paraguay,377,317,694
2016,Febrero,Honduras,283,384,667
2016,Febrero,Polonia,230,333,563
2016,Febrero,India,74,482,556
2016,Febrero,Dinamarca,210,326,536
2016,Febrero,Federación de Rusia,202,278,480
2016,Febrero,Filipinas,128,343,471
2016,Febrero,Cuba,146,265,411
2016,Febrero,República de Irlanda,118,264,382
2016,Febrero,Noruega,135,221,356
2016,Febrero,Nicaragua,115,115,230
2016,Febrero,Turquía,47,162,209
